Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBaths,HouseAge,YearsSinceRemod,IsRemodeled,TotalPorchSF
193.0,20.0,RL,68.0,9017.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,1999.0,1999.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,560.0,Unf,0.0,871.0,1431.0,GasA,Ex,Y,SBrkr,1431.0,0.0,0.0,1431.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,,Attchd,1999.0,Fin,2.0,666.0,TA,TA,Y,0.0,35.0,0.0,0.0,0.0,0.0,,,,0.0,9.0,2009.0,WD,Normal,192000.0,2862.0,3.0,10.0,10.0,0,35.0
194.0,160.0,RM,24.0,2522.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,GasA,Ex,Y,SBrkr,970.0,739.0,0.0,1709.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Maj1,0.0,,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0.0,40.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2006.0,WD,Normal,130000.0,2679.0,2.0,2.0,2.0,0,40.0
195.0,20.0,RL,60.0,7180.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,7.0,1972.0,1972.0,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,390.0,Unf,0.0,474.0,864.0,GasA,TA,Y,SBrkr,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Detchd,1989.0,Unf,1.0,352.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2008.0,WD,Normal,127000.0,1728.0,1.0,36.0,36.0,0,0.0
196.0,160.0,RL,24.0,2280.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6.0,6.0,1976.0,1976.0,Gable,CompShg,Plywood,Brk Cmn,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,566.0,Unf,0.0,289.0,855.0,GasA,TA,Y,SBrkr,855.0,601.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1976.0,Unf,2.0,440.0,TA,TA,Y,87.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD,Normal,148500.0,2311.0,2.5,33.0,33.0,0,87.0
197.0,20.0,RL,79.0,9416.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2007.0,Hip,CompShg,CemntBd,CmentBd,Stone,205.0,Ex,TA,PConc,Ex,TA,No,GLQ,1126.0,Unf,0.0,600.0,1726.0,GasA,Ex,Y,SBrkr,1726.0,0.0,0.0,1726.0,1.0,0.0,2.0,0.0,3.0,1.0,Ex,8.0,Typ,1.0,Gd,Attchd,2007.0,Fin,3.0,786.0,TA,TA,Y,171.0,138.0,0.0,0.0,266.0,0.0,,,,0.0,9.0,2007.0,New,Partial,311872.0,3452.0,3.0,0.0,0.0,0,575.0
198.0,75.0,RL,174.0,25419.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8.0,4.0,1918.0,1990.0,Gable,CompShg,Stucco,Stucco,,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,1036.0,LwQ,184.0,140.0,1360.0,GasA,Gd,Y,SBrkr,1360.0,1360.0,392.0,3112.0,1.0,1.0,2.0,0.0,4.0,1.0,Gd,8.0,Typ,1.0,Ex,Detchd,1918.0,Unf,2.0,795.0,TA,TA,Y,0.0,16.0,552.0,0.0,0.0,512.0,Ex,GdPrv,,0.0,3.0,2006.0,WD,Abnorml,235000.0,4472.0,3.5,88.0,16.0,1,568.0
199.0,75.0,RM,92.0,5520.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,6.0,6.0,1912.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,755.0,755.0,GasA,Ex,Y,SBrkr,929.0,929.0,371.0,2229.0,0.0,0.0,1.0,0.0,5.0,1.0,TA,8.0,Typ,0.0,,,0.0,,0.0,0.0,,,Y,0.0,198.0,30.0,0.0,0.0,0.0,,MnPrv,,0.0,7.0,2009.0,WD,Abnorml,104000.0,2984.0,1.0,97.0,59.0,1,228.0
200.0,20.0,RL,76.0,9591.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8.0,5.0,2004.0,2005.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,262.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1088.0,Unf,0.0,625.0,1713.0,GasA,Ex,Y,SBrkr,1713.0,0.0,0.0,1713.0,1.0,0.0,2.0,0.0,3.0,1.0,Ex,7.0,Typ,1.0,Gd,Attchd,2004.0,Fin,3.0,856.0,TA,TA,Y,0.0,26.0,0.0,0.0,170.0,0.0,,,,0.0,1.0,2009.0,WD,Normal,274900.0,3426.0,3.0,5.0,4.0,1,196.0
201.0,20.0,RM,80.0,8546.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4.0,5.0,2003.0,2004.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1121.0,1121.0,GasA,Ex,Y,SBrkr,1121.0,0.0,0.0,1121.0,0.0,0.0,2.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,,Attchd,2003.0,RFn,2.0,440.0,TA,TA,Y,132.0,64.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2010.0,WD,Normal,140000.0,2242.0,2.0,7.0,6.0,1,196.0
202.0,20.0,RL,75.0,10125.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6.0,6.0,1977.0,1977.0,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,641.0,LwQ,279.0,276.0,1196.0,GasA,TA,Y,SBrkr,1279.0,0.0,0.0,1279.0,0.0,1.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,2.0,Fa,Detchd,1980.0,Unf,2.0,473.0,TA,TA,Y,238.0,83.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,2.0,2008.0,WD,Normal,171500.0,2475.0,2.5,31.0,31.0,0,321.0
203.0,50.0,RL,50.0,7000.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6.0,6.0,1924.0,1950.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,BrkTil,Fa,TA,No,LwQ,617.0,Unf,0.0,0.0,617.0,GasA,Gd,Y,SBrkr,865.0,445.0,0.0,1310.0,0.0,0.0,2.0,0.0,2.0,1.0,TA,6.0,Min1,0.0,,Attchd,1924.0,Unf,1.0,398.0,TA,TA,Y,0.0,0.0,126.0,0.0,0.0,0.0,,,,0.0,5.0,2006.0,COD,Normal,112000.0,1927.0,2.0,82.0,56.0,1,126.0
204.0,120.0,RM,0.0,4438.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,Gd,3.0,Typ,1.0,Gd,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,149.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2008.0,WD,Normal,149000.0,1696.0,2.0,4.0,4.0,0,149.0
205.0,50.0,RM,50.0,3500.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5.0,7.0,1947.0,1950.0,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,312.0,Unf,0.0,408.0,720.0,GasA,TA,Y,SBrkr,720.0,564.0,0.0,1284.0,0.0,0.0,1.0,1.0,2.0,1.0,TA,5.0,Typ,0.0,,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,0.0,35.0,0.0,0.0,0.0,0.0,,MnWw,,0.0,4.0,2009.0,WD,Normal,110000.0,2004.0,1.5,62.0,59.0,1,35.0
206.0,20.0,RL,99.0,11851.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7.0,5.0,1990.0,1990.0,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1424.0,1424.0,GasA,Ex,Y,SBrkr,1442.0,0.0,0.0,1442.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Attchd,1990.0,RFn,2.0,500.0,TA,TA,Y,0.0,34.0,0.0,508.0,0.0,0.0,,,,0.0,5.0,2009.0,WD,Normal,180500.0,2866.0,2.0,19.0,19.0,0,542.0
207.0,20.0,RL,40.0,13673.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5.0,5.0,1962.0,1962.0,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1140.0,1140.0,GasA,TA,Y,SBrkr,1696.0,0.0,0.0,1696.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,8.0,Min2,1.0,TA,Attchd,1962.0,RFn,1.0,349.0,TA,TA,Y,0.0,30.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2007.0,WD,Normal,143900.0,2836.0,1.5,45.0,45.0,0,30.0
208.0,20.0,RL,0.0,12493.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4.0,5.0,1960.0,1960.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,ALQ,419.0,Rec,306.0,375.0,1100.0,GasA,TA,Y,SBrkr,1100.0,0.0,0.0,1100.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Po,Attchd,1960.0,RFn,1.0,312.0,TA,TA,Y,355.0,0.0,0.0,0.0,0.0,0.0,,GdWo,,0.0,4.0,2008.0,WD,Normal,141000.0,2200.0,2.0,48.0,48.0,0,355.0
209.0,60.0,RL,0.0,14364.0,Pave,,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,1988.0,1989.0,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1065.0,Unf,0.0,92.0,1157.0,GasA,Ex,Y,SBrkr,1180.0,882.0,0.0,2062.0,1.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,Gd,Attchd,1988.0,Fin,2.0,454.0,TA,TA,Y,60.0,55.0,0.0,0.0,154.0,0.0,,,,0.0,4.0,2007.0,WD,Normal,277000.0,3219.0,3.5,19.0,18.0,1,269.0
210.0,20.0,RL,75.0,8250.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,7.0,1964.0,1964.0,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,787.0,Unf,0.0,305.0,1092.0,GasA,Ex,Y,SBrkr,1092.0,0.0,0.0,1092.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,,Attchd,1964.0,RFn,2.0,504.0,TA,Gd,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,7.0,2008.0,WD,Normal,145000.0,2184.0,2.0,44.0,44.0,0,0.0
211.0,30.0,RL,67.0,5604.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,6.0,1925.0,1950.0,Gable,CompShg,Stucco,Stucco,,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,Unf,0.0,396.0,864.0,GasA,TA,N,FuseA,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,,,0.0,,0.0,0.0,,,Y,0.0,0.0,96.0,0.0,0.0,0.0,,,,0.0,4.0,2008.0,WD,Normal,98000.0,1728.0,2.0,83.0,58.0,1,96.0
212.0,20.0,RL,83.0,10420.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6.0,5.0,2009.0,2009.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,36.0,Unf,0.0,1176.0,1212.0,GasA,Ex,Y,SBrkr,1212.0,0.0,0.0,1212.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,,Attchd,2009.0,RFn,2.0,460.0,TA,TA,Y,100.0,22.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2010.0,WD,Normal,186000.0,2424.0,2.0,1.0,1.0,0,122.0
213.0,60.0,FV,72.0,8640.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7.0,5.0,2009.0,2009.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,822.0,Unf,0.0,78.0,900.0,GasA,Ex,Y,SBrkr,932.0,920.0,0.0,1852.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,2009.0,RFn,2.0,644.0,TA,TA,Y,168.0,108.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,New,Partial,252678.0,2752.0,3.5,0.0,0.0,0,276.0
214.0,20.0,RL,43.0,13568.0,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,5.0,1995.0,1995.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716.0,Unf,0.0,274.0,990.0,GasA,Ex,Y,SBrkr,990.0,0.0,0.0,990.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Attchd,1996.0,Unf,2.0,576.0,TA,TA,Y,224.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,WD,Normal,156000.0,1980.0,1.5,11.0,11.0,0,224.0
215.0,60.0,RL,0.0,10900.0,Pave,,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6.0,7.0,1977.0,1977.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,CBlock,Gd,TA,No,GLQ,378.0,Unf,0.0,311.0,689.0,GasA,Ex,Y,SBrkr,689.0,703.0,0.0,1392.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,,Attchd,1977.0,Fin,1.0,299.0,TA,TA,Y,0.0,36.0,0.0,0.0,0.0,0.0,,MnPrv,Shed,450.0,3.0,2010.0,WD,Normal,161750.0,2081.0,1.5,33.0,33.0,0,36.0
216.0,20.0,RL,72.0,10011.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1957.0,1996.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,TA,TA,No,BLQ,360.0,Unf,0.0,710.0,1070.0,GasA,TA,Y,SBrkr,1236.0,0.0,0.0,1236.0,0.0,1.0,1.0,0.0,2.0,1.0,Gd,6.0,Min1,1.0,Fa,Attchd,1957.0,Unf,1.0,447.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,5.0,2006.0,WD,Normal,134450.0,2306.0,1.5,49.0,10.0,1,0.0
217.0,20.0,RL,65.0,8450.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,946.0,Unf,0.0,490.0,1436.0,GasA,Ex,Y,SBrkr,1436.0,0.0,0.0,1436.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,8.0,Typ,0.0,,Attchd,2004.0,Unf,2.0,484.0,TA,TA,Y,139.0,98.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2008.0,WD,Normal,210000.0,2872.0,3.0,4.0,4.0,0,237.0
218.0,70.0,RM,57.0,9906.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4.0,4.0,1925.0,1950.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,686.0,686.0,GasA,Fa,N,SBrkr,810.0,518.0,0.0,1328.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,8.0,Typ,0.0,,Detchd,1940.0,Unf,1.0,210.0,TA,TA,Y,0.0,172.0,60.0,0.0,0.0,0.0,,,,0.0,9.0,2006.0,WD,Family,107000.0,2014.0,1.0,81.0,56.0,1,232.0
219.0,50.0,RL,0.0,15660.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7.0,9.0,1939.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,341.0,Unf,0.0,457.0,798.0,GasA,Ex,Y,SBrkr,1137.0,817.0,0.0,1954.0,0.0,1.0,1.0,1.0,3.0,1.0,Gd,8.0,Typ,2.0,TA,Attchd,1939.0,Unf,2.0,431.0,TA,TA,Y,0.0,119.0,150.0,0.0,0.0,0.0,,,,0.0,5.0,2008.0,WD,Normal,311500.0,2752.0,2.0,69.0,2.0,1,269.0
220.0,120.0,RL,43.0,3010.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,5.0,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1232.0,1248.0,GasA,Ex,Y,SBrkr,1248.0,0.0,0.0,1248.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,,Attchd,2005.0,Fin,2.0,438.0,TA,TA,Y,108.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2006.0,New,Partial,167240.0,2496.0,2.0,1.0,0.0,1,108.0
221.0,20.0,RL,73.0,8990.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1498.0,1498.0,GasA,Ex,Y,SBrkr,1498.0,0.0,0.0,1498.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,,Attchd,2006.0,RFn,2.0,675.0,TA,TA,Y,351.0,33.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2006.0,New,Partial,204900.0,2996.0,2.0,0.0,0.0,0,384.0
222.0,60.0,RL,0.0,8068.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,2002.0,2002.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1010.0,1010.0,GasA,Ex,Y,SBrkr,1010.0,1257.0,0.0,2267.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,TA,BuiltIn,2002.0,RFn,2.0,390.0,TA,TA,Y,120.0,46.0,0.0,0.0,0.0,0.0,,,,0.0,12.0,2009.0,ConLI,Normal,200000.0,3277.0,2.5,7.0,7.0,0,166.0
223.0,60.0,RL,85.0,11475.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6.0,6.0,1975.0,1975.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550.0,Unf,0.0,163.0,713.0,GasA,TA,Y,SBrkr,811.0,741.0,0.0,1552.0,1.0,0.0,2.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1975.0,RFn,2.0,434.0,TA,TA,Y,209.0,208.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,2.0,2006.0,WD,Normal,179900.0,2265.0,3.5,31.0,31.0,0,417.0
224.0,20.0,RL,70.0,10500.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4.0,6.0,1971.0,1971.0,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,524.0,LwQ,180.0,160.0,864.0,GasA,Gd,Y,SBrkr,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,,Detchd,1989.0,Unf,2.0,576.0,TA,TA,Y,216.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2009.0,WD,Abnorml,97000.0,1728.0,1.0,38.0,38.0,0,216.0
225.0,20.0,RL,103.0,13472.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10.0,5.0,2003.0,2003.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,56.0,Unf,0.0,2336.0,2392.0,GasA,Ex,Y,SBrkr,2392.0,0.0,0.0,2392.0,0.0,0.0,2.0,0.0,3.0,1.0,Ex,8.0,Typ,1.0,Ex,Attchd,2003.0,Fin,3.0,968.0,TA,TA,Y,248.0,105.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,WD,Normal,386250.0,4784.0,2.0,6.0,6.0,0,353.0
226.0,160.0,RM,21.0,1680.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5.0,5.0,1971.0,1971.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,630.0,630.0,GasA,TA,Y,SBrkr,630.0,672.0,0.0,1302.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,,Detchd,1991.0,Unf,1.0,280.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2009.0,COD,Abnorml,112000.0,1932.0,2.5,38.0,38.0,0,0.0
227.0,60.0,RL,82.0,9950.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7.0,5.0,1995.0,1995.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,565.0,Unf,0.0,638.0,1203.0,GasA,Ex,Y,SBrkr,1214.0,1306.0,0.0,2520.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,TA,Attchd,1995.0,RFn,3.0,721.0,TA,TA,Y,224.0,114.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2007.0,WD,Abnorml,290000.0,3723.0,2.5,12.0,12.0,0,338.0
228.0,160.0,RM,21.0,1869.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6.0,6.0,1970.0,1970.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,321.0,Unf,0.0,162.0,483.0,GasA,TA,Y,SBrkr,483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,2.0,1.0,TA,5.0,Typ,0.0,,Detchd,1987.0,Unf,1.0,280.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,9.0,2008.0,WD,Normal,106000.0,1470.0,1.5,38.0,38.0,0,0.0
229.0,20.0,RL,70.0,8521.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5.0,5.0,1967.0,1967.0,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,842.0,Unf,0.0,70.0,912.0,GasA,TA,Y,SBrkr,912.0,0.0,0.0,912.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,1.0,Fa,Detchd,1974.0,Unf,1.0,336.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,5.0,2010.0,WD,Normal,125000.0,1824.0,1.0,43.0,43.0,0,0.0
230.0,120.0,RL,43.0,3182.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,5.0,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1357.0,1373.0,GasA,Ex,Y,SBrkr,1555.0,0.0,0.0,1555.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,2005.0,Fin,2.0,430.0,TA,TA,Y,143.0,20.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2009.0,WD,Normal,192500.0,2928.0,2.0,4.0,3.0,1,163.0
